11671	3
0.739999	0.861389	0
0.195588	0.146546	0
0.42	0.15588	0
0.545	0.14722	0
0.86144	0.46	0
0.259926	0.844055	0
0.13856	0.35	0
0.844168	0.220138	0
0.138565	0.710003	0
0.505	0.14722	0
0.639999	0.84412	0
0.808412	0.84354	0
0.15588	0.63	0
0.53	0.15588	0
0.148616	0.804682	0
0.84412	0.61	0
0.684997	0.852783	0
0.15588	0.31	0
0.84412	0.4	0
0.59	0.13856	0
0.86144	0.37	0
0.155813	0.759891	0
0.844124	0.310003	0
0.264996	0.147245	0
0.14722	0.555	0
0.14722	0.655	0
0.844241	0.210362	0
0.35	0.15588	0
0.15588	0.43	0
0.54	0.84412	0
0.847385	0.165136	0
0.155882	0.690002	0
0.844124	0.300002	0
0.85278	0.585	0
0.14722	0.575	0
0.844121	0.71	0
0.330001	0.15588	0
0.15588	0.51	0
0.290005	0.15588	0
0.150011	0.844197	0
0.15588	0.53	0
0.84412	0.43	0
0.148094	0.834433	0
0.305002	0.147219	0
0.86144	0.65	0
0.85278	0.665	0
0.147486	0.784803	0
0.827091	0.842695	0
0.15588	0.59	0
0.844228	0.810251	0
0.844238	0.200761	0
0.158762	0.819469	0
0.44	0.84412	0
0.52	0.15588	0
0.14722	0.385	0
0.5	0.84412	0
0.199633	0.844167	0
0.15588	0.36	0
0.605	0.14722	0
0.844124	0.29	0
0.235052	0.147263	0
0.15588	0.6	0
0.155922	0.740033	0
0.210431	0.155529	0
0.37	0.84412	0
0.6	0.84412	0
0.759963	0.155906	0
0.57	0.86144	0
0.14722	0.605	0
0.39	0.13856	0
0.784674	0.852677	0
0.51	0.84412	0
0.85278	0.385	0
0.15588	0.37	0
0.645	0.14722	0
0.46	0.84412	0
0.280002	0.155889	0
0.485	0.85278	0
0.555	0.85278	0
0.84412	0.54	0
0.155682	0.769715	0
0.15588	0.54	0
0.850306	0.175734	0
0.63	0.15588	0
0.84412	0.52	0
0.709997	0.155879	0
0.465	0.14722	0
0.68	0.155879	0
0.85278	0.495	0
0.62	0.15588	0
0.86144	0.48	0
0.844093	0.760017	0
0.844122	0.320002	0
0.615	0.85278	0
0.84412	0.51	0
0.405	0.14722	0
0.15588	0.47	0
0.84412	0.68	0
0.415	0.85278	0
0.84412	0.6	0
0.49	0.13856	0
0.575	0.1299	0
0.15588	0.64	0
0.84412	0.53	0
0.844059	0.239955	0
0.315001	0.147219	0
0.85278	0.335001	0
0.455	0.14722	0
0.699984	0.844127	0
0.43	0.15588	0
0.147225	0.705005	0
0.798943	0.84388	0
0.171117	0.154631	0
0.84412	0.41	0
0.15588	0.42	0
0.155881	0.68	0
0.15588	0.5	0
0.157621	0.829199	0
0.220203	0.155841	0
0.58	0.84412	0
0.14722	0.345	0
0.23463	0.83518	0
0.148029	0.794744	0
0.14722	0.615	0
0.704996	0.164538	0
0.86144	0.47	0
0.37	0.15588	0
0.395	0.85278	0
0.164556	0.274987	0
0.84412	0.45	0
0.174451	0.835844	0
0.812471	0.83447	0
0.835461	0.704999	0
0.155901	0.720022	0
0.15588	0.45	0
0.264924	0.835401	0
0.66	0.15588	0
0.83622	0.842384	0
0.314998	0.835455	0
0.15588	0.52	0
0.62	0.84412	0
0.14722	0.565	0
0.181226	0.154716	0
0.294997	0.835454	0
0.54	0.15588	0
0.14722	0.405	0
0.324998	0.835456	0
0.15588	0.62	0
0.84412	0.62	0
0.163936	0.195173	0
0.300005	0.155877	0
0.164432	0.204831	0
0.835457	0.735004	0
0.835467	0.305006	0
0.64	0.15588	0
0.835434	0.755017	0
0.72499	0.164538	0
0.14722	0.665	0
0.86144	0.35	0
0.85278	0.455	0
0.14722	0.335	0
0.759973	0.861344	0
0.155899	0.749999	0
0.164542	0.294997	0
0.835433	0.805413	0
0.15588	0.58	0
0.15588	0.48	0
0.84412	0.279995	0
0.158535	0.809322	0
0.49	0.84412	0
0.204276	0.83539	0
0.794838	0.164949	0
0.16143	0.17819	0
0.15588	0.35	0
0.769927	0.861346	0
0.344999	0.835458	0
0.16454	0.595	0
0.85278	0.565	0
0.162966	0.186069	0
0.835348	0.785105	0
0.714994	0.164538	0
0.784859	0.1648	0
0.185728	0.146416	0
0.164636	0.234859	0
0.694998	0.164538	0
0.405	0.85278	0
0.575	0.85278	0
0.764917	0.164597	0
0.852757	0.254982	0
0.354999	0.835459	0
0.83545	0.745008	0
0.52	0.84412	0
0.836772	0.825717	0
0.85278	0.555	0
0.84412	0.55	0
0.15588	0.49	0
0.304999	0.835455	0
0.83536	0.795183	0
0.475	0.14722	0
0.84412	0.42	0
0.565	0.85278	0
0.164638	0.214751	0
0.67	0.15588	0
0.47	0.84412	0
0.835611	0.8158	0
0.164663	0.224797	0
0.164604	0.244922	0
0.774891	0.164671	0
0.274967	0.835435	0
0.749993	0.861364	0
0.164547	0.284994	0
0.844182	0.191456	0
0.835461	0.694999	0
0.15588	0.44	0
0.24477	0.835272	0
0.744964	0.164546	0
0.754948	0.164558	0
0.334999	0.835457	0
0.21436	0.835165	0
0.835377	0.775052	0
0.164581	0.25496	0
0.835461	0.725001	0
0.224509	0.835131	0
0.184424	0.836063	0
0.85278	0.575	0
0.156105	0.837751	0
0.844112	0.269987	0
0.167303	0.162894	0
0.57	0.13856	0
0.385	0.14722	0
0.16454	0.625	0
0.83546	0.445	0
0.445	0.14722	0
0.164581	0.725051	0
0.16454	0.455	0
0.46	0.15588	0
0.689992	0.844125	0
0.649999	0.844121	0
0.16454	0.515	0
0.41	0.15588	0
0.84412	0.67	0
0.38	0.84412	0
0.16454	0.525	0
0.719977	0.844107	0
0.164408	0.170997	0
0.44	0.15588	0
0.43	0.84412	0
0.595	0.14722	0
0.15588	0.61	0
0.555	0.14722	0
0.15588	0.32	0
0.734996	0.852724	0
0.200743	0.155062	0
0.835421	0.22493	0
0.155884	0.700005	0
0.535	0.16454	0
0.789371	0.844005	0
0.51	0.15588	0
0.634999	0.83546	0
0.83546	0.615	0
0.83546	0.405	0
0.295013	0.164534	0
0.835235	0.164487	0
0.674998	0.852782	0
0.16454	0.305	0
0.15588	0.41	0
0.85278	0.375	0
0.15588	0.55	0
0.535	0.83546	0
0.15588	0.65	0
0.365	0.16454	0
0.835633	0.215139	0
0.355	0.16454	0
0.155881	0.67	0
0.425	0.16454	0
0.635	0.16454	0
0.16454	0.585	0
0.835464	0.315004	0
0.84412	0.59	0
0.335001	0.16454	0
0.495	0.83546	0
0.415	0.16454	0
0.16914	0.825543	0
0.164581	0.755045	0
0.73498	0.16454	0
0.164542	0.685001	0
0.164569	0.264973	0
0.85278	0.655	0
0.84412	0.39	0
0.774837	0.852626	0
0.155844	0.779588	0
0.821813	0.833602	0
0.16454	0.425	0
0.284989	0.83545	0
0.835735	0.205452	0
0.14723	0.715008	0
0.25485	0.835341	0
0.21521	0.164496	0
0.230075	0.155977	0
0.804796	0.165027	0
0.445	0.83546	0
0.525	0.16454	0
0.15588	0.38	0
0.16454	0.355	0
0.61	0.15588	0
0.164607	0.735077	0
0.14722	0.395	0
0.835462	0.715	0
0.194286	0.835703	0
0.835469	0.295005	0
0.245011	0.147275	0
0.585	0.83546	0
0.83546	0.545	0
0.365	0.83546	0
0.595	0.83546	0
0.835406	0.765035	0
0.395	0.14722	0
0.345	0.16454	0
0.505	0.83546	0
0.16454	0.365	0
0.65	0.15588	0
0.455	0.83546	0
0.285013	0.164541	0
0.48	0.84412	0
0.55	0.84412	0
0.86144	0.36	0
0.83546	0.525	0
0.164395	0.764838	0
0.803076	0.834956	0
0.16454	0.535	0
0.842864	0.182125	0
0.844073	0.249956	0
0.704962	0.835471	0
0.684999	0.164539	0
0.84412	0.5	0
0.625	0.16454	0
0.85278	0.485	0
0.664999	0.852781	0
0.83546	0.435	0
0.254997	0.147261	0
0.844121	0.330001	0
0.269998	0.155907	0
0.16454	0.435	0
0.61	0.84412	0
0.83546	0.515	0
0.164817	0.836091	0
0.16454	0.465	0
0.83546	0.684999	0
0.83546	0.605	0
0.495	0.14722	0
0.58	0.13856	0
0.85278	0.635	0
0.824735	0.16438	0
0.16454	0.635	0
0.83546	0.535	0
0.83892	0.834351	0
0.320002	0.155879	0
0.85278	0.345	0
0.177306	0.163146	0
0.47	0.15588	0
0.16454	0.505	0
0.714953	0.835462	0
0.42	0.84412	0
0.16454	0.605	0
0.205559	0.163935	0
0.835349	0.23487	0
0.164543	0.695004	0
0.625	0.83546	0
0.525	0.83546	0
0.169293	0.814002	0
0.83546	0.395	0
0.85278	0.645	0
0.45	0.15588	0
0.15588	0.57	0
0.83546	0.455	0
0.39	0.84412	0
0.16454	0.615	0
0.749926	0.173215	0
0.164559	0.715024	0
0.57	0.84412	0
0.739952	0.173205	0
0.1732	0.52	0
0.709991	0.173196	0
0.310003	0.155878	0
0.55	0.15588	0
0.56	0.84412	0
0.826619	0.790184	0
0.826804	0.719999	0
0.38	0.15588	0
0.229298	0.826344	0
0.545	0.16454	0
0.319997	0.826792	0
0.83546	0.415	0
0.83546	0.625	0
0.289994	0.826792	0
0.17212	0.189231	0
0.339997	0.826796	0
0.769824	0.173316	0
0.305008	0.164535	0
0.172911	0.199353	0
0.375	0.16454	0
0.826794	0.740008	0
0.826808	0.21969	0
0.173253	0.259946	0
0.435	0.16454	0
0.249719	0.826593	0
0.173205	0.289995	0
0.15588	0.66	0
0.826845	0.810794	0
0.485	0.83546	0
0.15588	0.34	0
0.15588	0.33	0
0.754982	0.852626	0
0.164624	0.745095	0
0.84412	0.56	0
0.84412	0.63	0
0.826697	0.770067	0
0.164541	0.675	0
0.826748	0.760033	0
0.16454	0.415	0
0.16454	0.475	0
0.15589	0.71001	0
0.225058	0.16474	0
0.835468	0.285001	0
0.157642	0.799294	0
0.826803	0.709998	0
0.814696	0.164777	0
0.435	0.83546	0
0.844096	0.259975	0
0.16454	0.345	0
0.83546	0.555	0
0.19866	0.827017	0
0.575	0.83546	0
0.826687	0.800316	0
0.83989	0.173144	0
0.78974	0.173685	0
0.17335	0.229723	0
0.191018	0.154761	0
0.16454	0.445	0
0.259854	0.826696	0
0.349999	0.826798	0
0.826779	0.750016	0
0.515	0.83546	0
0.645	0.16454	0
0.485	0.14722	0
0.17334	0.209425	0
0.674999	0.164539	0
0.465	0.83546	0
0.694977	0.835472	0
0.729975	0.1732	0
0.759886	0.173241	0
0.173406	0.219577	0
0.1733	0.239849	0
0.779773	0.173459	0
0.173232	0.269971	0
0.269935	0.826757	0
0.744995	0.852675	0
0.173215	0.279987	0
0.835693	0.196129	0
0.826802	0.699998	0
0.23956	0.826476	0
0.329997	0.826793	0
0.279977	0.826785	0
0.764937	0.852596	0
0.664999	0.16454	0
0.20875	0.826417	0
0.826648	0.780098	0
0.699995	0.173197	0
0.17327	0.24992	0
0.826802	0.730002	0
0.21902	0.826287	0
0.179446	0.828201	0
0.84412	0.58	0
0.809853	0.174191	0
0.84412	0.38	0
0.679996	0.844123	0
0.455	0.16454	0
0.325002	0.164539	0
0.835461	0.274992	0
0.724948	0.835429	0
0.85278	0.475	0
0.48	0.15588	0
0.85278	0.465	0
0.84412	0.46	0
0.16454	0.495	0
0.173235	0.720052	0
0.644999	0.835461	0
0.819557	0.173179	0
0.1732	0.51	0
0.699946	0.826818	0
0.709923	0.826817	0
0.375	0.83546	0
0.181485	0.818092	0
0.188634	0.827389	0
0.41	0.84412	0
0.15588	0.56	0
0.173984	0.171665	0
0.6	0.15588	0
0.1732	0.6	0
0.169789	0.179659	0
0.209947	0.173157	0
0.565	0.14722	0
0.164539	0.315	0
0.729982	0.844072	0
0.835368	0.244893	0
0.173203	0.690003	0
0.83546	0.675	0
0.615	0.83546	0
0.54	0.1732	0
0.515	0.16454	0
0.309997	0.826791	0
0.8268	0.41	0
0.37	0.1732	0
0.639999	0.1732	0
0.1732	0.299999	0
0.15588	0.4	0
0.1732	0.42	0
0.16454	0.645	0
0.16454	0.545	0
0.168033	0.803438	0
0.43	0.1732	0
0.53	0.8268	0
0.36	0.173201	0
0.826623	0.822761	0
0.835462	0.325002	0
0.83546	0.595	0
0.42	0.1732	0
0.16454	0.575	0
0.49	0.8268	0
0.830744	0.83349	0
0.405	0.16454	0
0.17336	0.750261	0
0.425	0.83546	0
0.84412	0.57	0
0.84412	0.66	0
0.8268	0.55	0
0.826799	0.62	0
0.8268	0.4	0
0.82681	0.31001	0
0.4	0.15588	0
0.1732	0.350001	0
0.163993	0.774359	0
0.816466	0.825291	0
0.164547	0.705009	0
0.545	0.83546	0
0.359999	0.826799	0
0.53	0.1732	0
0.44	0.8268	0
0.16454	0.375	0
0.615	0.16454	0
0.173271	0.730099	0
0.15588	0.39	0
0.826814	0.300013	0
0.58	0.8268	0
0.84412	0.340001	0
0.59	0.8268	0
0.1732	0.45	0
0.8268	0.45	0
0.4	0.84412	0
0.1732	0.62	0
0.16454	0.485	0
0.5	0.8268	0
0.1732	0.36	0
0.654999	0.16454	0
0.45	0.8268	0
0.29003	0.173188	0
0.475	0.83546	0
0.827391	0.210024	0
0.689997	0.173198	0
0.85278	0.365	0
0.173294	0.760274	0
0.299998	0.826791	0
0.793883	0.835358	0
0.719987	0.173198	0
0.83546	0.425	0
0.1732	0.53	0
0.836402	0.187928	0
0.8268	0.44	0
0.34	0.173201	0
0.8268	0.53	0
0.156571	0.789439	0
0.83546	0.505	0
0.63	0.1732	0
0.84412	0.49	0
0.659998	0.844121	0
0.240015	0.155999	0
0.629999	0.8268	0
0.259994	0.155932	0
0.275008	0.164561	0
0.83546	0.385	0
0.1732	0.43	0
0.605	0.83546	0
0.8268	0.52	0
0.1732	0.46	0
0.8268	0.689999	0
0.8268	0.61	0
0.5	0.15588	0
0.585	0.14722	0
0.829555	0.172385	0
0.779675	0.843907	0
0.1732	0.63	0
0.8268	0.54	0
0.219895	0.173581	0
0.82661	0.229651	0
0.186741	0.162893	0
0.799768	0.173994	0
0.330002	0.1732	0
0.465	0.16454	0
0.639999	0.826801	0
0.1732	0.59	0
0.173202	0.680001	0
0.806901	0.826285	0
0.54	0.8268	0
0.196231	0.163008	0
0.30002	0.173189	0
0.7199	0.826801	0
0.173199	0.340001	0
0.35	0.173201	0
0.249995	0.15597	0
0.173213	0.710019	0
0.817848	0.795269	0
0.22376	0.817434	0
0.744908	0.181877	0
0.68997	0.826815	0
0.315004	0.164537	0
0.56	0.15588	0
0.83546	0.575	0
0.555	0.83546	0
0.774649	0.182078	0
0.52	0.8268	0
0.55	0.1732	0
0.284989	0.818131	0
0.818148	0.724998	0
0.8268	0.42	0
0.81795	0.775128	0
0.38	0.1732	0
0.49	0.15588	0
0.818129	0.745015	0
0.18109	0.193587	0
0.244512	0.817791	0
0.1732	0.41	0
0.334994	0.818131	0
0.44	0.1732	0
0.826799	0.63	0
0.669999	0.173199	0
0.48	0.8268	0
0.749989	0.843908	0
0.1732	0.44	0
0.385	0.83546	0
0.180335	0.181939	0
0.173325	0.740178	0
0.8268	0.56	0
0.164541	0.665	0
0.71498	0.181855	0
0.818041	0.765064	0
0.826804	0.320005	0
0.669998	0.844122	0
0.445	0.16454	0
0.555	0.16454	0
0.182083	0.224503	0
0.16454	0.405	0
0.1732	0.47	0
0.39	0.15588	0
0.235002	0.164781	0
0.826817	0.290012	0
0.734955	0.835358	0
0.818147	0.714996	0
0.43	0.8268	0
0.254739	0.817959	0
0.83546	0.565	0
0.57	0.8268	0
0.575	0.14722	0
0.181953	0.2549	0
0.85278	0.355	0
0.833297	0.180502	0
0.8268	0.46	0
0.344997	0.818135	0
0.818096	0.755035	0
0.200324	0.172181	0
0.51	0.8268	0
0.395	0.16454	0
0.181871	0.28499	0
0.1732	0.61	0
0.41	0.1732	0
0.565	0.83546	0
0.182046	0.203872	0
0.679998	0.173198	0
0.46	0.8268	0
0.684989	0.835467	0
0.16454	0.335	0
0.734944	0.181867	0
0.76476	0.181945	0
0.182232	0.214195	0
0.192786	0.819446	0
0.181995	0.23473	0
0.181924	0.264938	0
0.264878	0.818067	0
0.739988	0.844003	0
0.62	0.8268	0
0.181892	0.274972	0
0.827323	0.200118	0
0.818145	0.704996	0
0.234207	0.817608	0
0.274956	0.818119	0
0.84412	0.65	0
0.83546	0.585	0
0.202428	0.81771	0
0.817865	0.785185	0
0.704989	0.181855	0
0.181971	0.244849	0
0.818144	0.735003	0
0.213152	0.817374	0
0.818395	0.815305	0
0.724971	0.181859	0
0.475	0.16454	0
0.634998	0.818141	0
0.84412	0.47	0
0.826815	0.280005	0
0.83546	0.465	0
0.83546	0.635	0
0.172931	0.770015	0
0.81814	0.535	0
0.344999	0.181861	0
0.81814	0.405	0
0.1732	0.58	0
0.335	0.181862	0
0.694933	0.818163	0
0.769887	0.843787	0
0.1732	0.5	0
0.4	0.1732	0
0.704897	0.818165	0
0.37	0.8268	0
0.214405	0.182537	0
0.365	0.181861	0
0.179552	0.806896	0
0.8268	0.679999	0
0.16454	0.555	0
0.183554	0.171954	0
0.173205	0.700006	0
0.605	0.16454	0
0.173201	0.67	0
0.784546	0.182328	0
0.173199	0.310001	0
0.525	0.81814	0
0.835411	0.254939	0
0.320004	0.173198	0
0.654998	0.835462	0
0.18186	0.515	0
0.81814	0.525	0
0.435	0.81814	0
0.52	0.1732	0
0.797632	0.826005	0
0.18186	0.294999	0
0.18186	0.525	0
0.649999	0.1732	0
0.55	0.8268	0
0.18186	0.415	0
0.818159	0.305022	0
0.1732	0.64	0
0.1732	0.54	0
0.166328	0.793463	0
0.435	0.18186	0
0.818139	0.625	0
0.385	0.16454	0
0.18186	0.595	0
0.644998	0.18186	0
0.181864	0.685002	0
0.835461	0.335001	0
0.8268	0.6	0
0.425	0.18186	0
0.485	0.81814	0
0.81814	0.555	0
0.164539	0.325	0
0.754856	0.181893	0
0.415	0.83546	0
0.182079	0.745371	0
0.624999	0.81814	0
0.81814	0.415	0
0.810582	0.818711	0
0.181865	0.695004	0
0.794472	0.182717	0
0.649997	0.826802	0
0.818149	0.315012	0
0.835459	0.665	0
0.84412	0.64	0
0.81814	0.455	0
0.18186	0.605	0
0.535	0.81814	0
0.729888	0.826744	0
0.324993	0.818127	0
0.8268	0.51	0
0.354998	0.818138	0
0.535	0.18186	0
0.835445	0.264976	0
0.1732	0.37	0
0.62	0.1732	0
0.181917	0.725089	0
0.16454	0.385	0
0.84412	0.37	0
0.84412	0.35	0
0.16454	0.565	0
0.818063	0.805318	0
0.164603	0.783989	0
0.295048	0.181836	0
0.817825	0.224109	0
0.585	0.81814	0
0.47	0.8268	0
0.395	0.83546	0
0.18186	0.445	0
0.815782	0.184368	0
0.46	0.1732	0
0.1732	0.48	0
0.495	0.81814	0
0.18186	0.355001	0
0.659999	0.173199	0
0.445	0.81814	0
0.203969	0.18174	0
0.818288	0.21399	0
0.18186	0.615	0
0.694993	0.181856	0
0.182146	0.755622	0
0.294996	0.818126	0
0.8268	0.43	0
0.784423	0.835313	0
0.229928	0.173658	0
0.826957	0.189507	0
0.81814	0.445	0
0.280031	0.173202	0
0.634999	0.18186	0
0.83546	0.495	0
0.265	0.164596	0
0.16454	0.655	0
0.8268	0.39	0
0.18186	0.425	0
0.6	0.8268	0
0.18186	0.455	0
0.818142	0.694997	0
0.759967	0.843813	0
0.818139	0.615	0
0.505	0.16454	0
0.59	0.15588	0
0.18186	0.625	0
0.81814	0.545	0
0.84412	0.48	0
0.375	0.18186	0
0.826631	0.239751	0
0.804661	0.183399	0
0.575	0.81814	0
0.84412	0.36	0
0.314994	0.818124	0
0.545	0.18186	0
0.181881	0.715034	0
0.83546	0.375	0
0.181859	0.345001	0
0.285065	0.181835	0
0.354999	0.181861	0
0.739894	0.190544	0
0.1732	0.49	0
0.684965	0.818158	0
0.239234	0.808909	0
0.310011	0.173194	0
0.57	0.15588	0
0.224728	0.18267	0
0.181863	0.675001	0
0.654998	0.181859	0
0.818139	0.635	0
0.18186	0.505	0
0.515	0.81814	0
0.809459	0.750023	0
0.190544	0.279979	0
0.190868	0.219225	0
0.425	0.81814	0
0.809147	0.78026	0
0.779358	0.190893	0
0.45	0.1732	0
0.279982	0.809479	0
0.18186	0.405	0
0.8268	0.57	0
0.674997	0.181858	0
0.305026	0.181848	0
0.445	0.18186	0
0.808976	0.800529	0
0.19194	0.170153	0
0.18186	0.585	0
0.475	0.81814	0
0.81814	0.565	0
0.744974	0.835225	0
0.38	0.8268	0
0.181984	0.735195	0
0.56	0.8268	0
0.824733	0.180171	0
0.8095	0.810159	0
0.47	0.1732	0
0.304995	0.818123	0
0.81814	0.465	0
0.188666	0.188558	0
0.826802	0.330002	0
0.809495	0.719991	0
0.244989	0.164729	0
0.818168	0.295028	0
0.42	0.8268	0
0.249586	0.809168	0
0.190782	0.198087	0
0.18186	0.465	0
0.329988	0.809461	0
0.817845	0.234451	0
0.39	0.1732	0
0.339992	0.809469	0
0.719957	0.190515	0
0.405	0.83546	0
0.8093	0.770125	0
0.16454	0.395	0
0.193112	0.809277	0
0.415	0.18186	0
0.714848	0.818164	0
0.684996	0.181857	0
0.455	0.81814	0
0.190647	0.22958	0
0.769544	0.190667	0
0.19137	0.208558	0
0.190637	0.259888	0
0.259787	0.809353	0
0.61	0.8268	0
0.18186	0.435	0
0.190584	0.269944	0
0.820016	0.205067	0
0.809491	0.709992	0
0.269923	0.809457	0
0.495	0.16454	0
0.835459	0.655	0
0.8268	0.59	0
0.808994	0.790421	0
0.709974	0.190511	0
0.190676	0.239738	0
0.759721	0.19059	0
0.809486	0.740003	0
0.72994	0.190527	0
0.181868	0.70501	0
0.173199	0.330001	0
0.81814	0.425	0
0.818173	0.285027	0
0.80181	0.817043	0
0.629998	0.809481	0
0.749829	0.190562	0
0.182039	0.766081	0
0.83546	0.485	0
0.19073	0.740325	0
0.190527	0.690003	0
0.81814	0.395	0
0.58	0.80948	0
0.809478	0.62	0
0.679987	0.826808	0
0.1732	0.57	0
0.339998	0.190523	0
0.228737	0.808654	0
0.405	0.18186	0
0.699875	0.80951	0
0.365	0.818139	0
0.80948	0.41	0
0.81814	0.684998	0
0.826799	0.64	0
0.1732	0.55	0
0.61	0.1732	0
0.173201	0.66	0
0.19052	0.51	0
0.644997	0.818142	0
0.181857	0.305002	0
0.325002	0.181861	0
0.818143	0.325005	0
0.809399	0.760065	0
0.43	0.80948	0
0.80948	0.53	0
0.525	0.18186	0
0.789099	0.827423	0
0.190522	0.289997	0
0.465	0.18186	0
0.19052	0.52	0
0.18186	0.635	0
0.44	0.80948	0
0.545	0.81814	0
0.19052	0.410001	0
0.8268	0.58	0
0.18186	0.535	0
0.300057	0.190495	0
0.44	0.19052	0
0.664997	0.181859	0
0.192561	0.179691	0
0.37	0.190521	0
0.52	0.80948	0
0.455	0.18186	0
0.56	0.1732	0
0.81814	0.605	0
0.43	0.19052	0
0.31501	0.181857	0
0.739902	0.826601	0
0.173199	0.320001	0
0.826799	0.67	0
0.565	0.81814	0
0.639997	0.809482	0
0.8268	0.47	0
0.649996	0.190519	0
0.465	0.81814	0
0.809496	0.729995	0
0.664997	0.835463	0
0.19052	0.6	0
0.1732	0.4	0
0.53	0.80948	0
0.1732	0.38	0
0.724795	0.818142	0
0.809516	0.300048	0
0.826804	0.26999	0
0.555	0.18186	0
0.81814	0.515	0
0.349996	0.809476	0
0.18186	0.365001	0
0.190552	0.720054	0
0.625	0.18186	0
0.8268	0.38	0
0.58	0.15588	0
0.674995	0.835464	0
0.181859	0.335001	0
0.83546	0.345001	0
0.219403	0.191878	0
0.171589	0.778606	0
0.20652	0.808424	0
0.319986	0.809454	0
0.80899	0.228914	0
0.595	0.81814	0
0.80948	0.56	0
0.39	0.8268	0
0.505	0.81814	0
0.835459	0.645	0
0.615	0.81814	0
0.18186	0.475	0
0.49	0.80948	0
0.290096	0.190472	0
0.208664	0.19179	0
0.808929	0.217794	0
0.485	0.16454	0
0.19052	0.61	0
0.699984	0.190512	0
0.190894	0.750599	0
0.289994	0.809464	0
0.81814	0.435	0
0.239969	0.173574	0
0.818007	0.195903	0
0.80948	0.45	0
0.359999	0.190521	0
0.254993	0.164653	0
0.275073	0.181866	0
0.190679	0.249813	0
0.639998	0.19052	0
0.8268	0.5	0
0.83546	0.365	0
0.217937	0.808429	0
0.173201	0.65	0
0.789098	0.191336	0
0.19052	0.42	0
0.176877	0.796537	0
0.19052	0.45	0
0.190519	0.350002	0
0.809485	0.699994	0
0.754994	0.835046	0
0.51	0.1732	0
0.595	0.16454	0
0.19052	0.62	0
0.565	0.16454	0
0.80948	0.4	0
0.774885	0.834868	0
0.80948	0.55	0
0.385	0.18186	0
0.826708	0.249865	0
0.54	0.19052	0
0.808542	0.193444	0
0.190526	0.680002	0
0.270027	0.173246	0
0.809478	0.63	0
0.689928	0.809509	0
0.53	0.19052	0
0.80948	0.54	0
0.190612	0.730146	0
0.659996	0.826803	0
0.19052	0.59	0
0.809497	0.310027	0
0.19052	0.360001	0
0.59	0.80948	0
0.48	0.80948	0
0.80948	0.459999	0
0.19052	0.44	0
0.83546	0.475	0
0.62	0.80948	0
0.744826	0.199242	0
0.18186	0.395	0
0.349998	0.190522	0
0.233947	0.799919	0
0.80948	0.42	0
0.234923	0.182551	0
0.181862	0.665	0
0.18186	0.575	0
0.19052	0.5	0
0.18186	0.495	0
0.826799	0.65	0
0.42	0.80948	0
0.475	0.18186	0
0.45	0.19052	0
0.19052	0.400001	0
0.826771	0.259947	0
0.679993	0.190516	0
0.310023	0.190514	0
0.80028	0.78551	0
0.48	0.1732	0
0.800682	0.765107	0
0.51	0.80948	0
0.817975	0.244724	0
0.81814	0.585	0
0.280138	0.190467	0
0.198139	0.190393	0
0.669994	0.826806	0
0.375	0.81814	0
0.80948	0.57	0
0.81814	0.575	0
0.605	0.81814	0
0.274982	0.800851	0
0.38	0.19052	0
0.8268	0.340001	0
0.29999	0.80945	0
0.659995	0.190518	0
0.800781	0.755036	0
0.199438	0.244669	0
0.309987	0.809449	0
0.1732	0.39	0
0.199393	0.254783	0
0.19052	0.46	0
0.190531	0.710016	0
0.229874	0.191704	0
0.798704	0.191882	0
0.83546	0.355	0
0.1732	0.56	0
0.200301	0.799243	0
0.19918	0.605	0
0.809199	0.23951	0
0.174385	0.786866	0
0.395	0.18186	0
0.254702	0.800594	0
0.199306	0.264893	0
0.4	0.8268	0
0.80052	0.775228	0
0.265069	0.181955	0
0.334982	0.800797	0
0.188336	0.798573	0
0.42	0.19052	0
0.70981	0.809509	0
0.81054	0.205595	0
0.68999	0.190514	0
0.45	0.80948	0
0.199103	0.224562	0
0.774234	0.199361	0
0.201926	0.202215	0
0.555	0.81814	0
0.80085	0.734988	0
0.764997	0.834876	0
0.724911	0.199179	0
0.19052	0.43	0
0.800851	0.724982	0
0.800844	0.714983	0
0.264895	0.8008	0
0.5	0.1732	0
0.190518	0.340002	0
0.826799	0.66	0
0.81814	0.595	0
0.57	0.80948	0
0.714943	0.199168	0
0.199369	0.234582	0
0.764511	0.199296	0
0.80083	0.745003	0
0.734879	0.199207	0
0.244406	0.800267	0
0.199897	0.214056	0
0.549999	0.19052	0
0.199232	0.274961	0
0.41	0.8268	0
0.344996	0.199183	0
0.809536	0.290061	0
0.212015	0.79929	0
0.789466	0.815786	0
0.18186	0.485	0
0.754697	0.199276	0
0.191052	0.761038	0
0.8268	0.36	0
0.8268	0.49	0
0.223217	0.7996	0
0.190527	0.700004	0
0.649994	0.809484	0
0.485	0.80082	0
0.818138	0.645	0
0.679962	0.809502	0
0.800819	0.415	0
0.260015	0.173319	0
0.80948	0.44	0
0.41	0.19052	0
0.534999	0.19918	0
0.80948	0.39	0
0.80082	0.565	0
0.57	0.1732	0
0.18186	0.545	0
0.615	0.18186	0
0.809481	0.689996	0
0.199192	0.685005	0
0.415	0.81814	0
0.654995	0.818144	0
0.425001	0.80082	0
0.190515	0.300004	0
0.329999	0.190524	0
0.80082	0.535	0
